Entity,Code,Day,daily_vaccinations
MN,,2021-04-29,50512
MN,,2021-04-30,49786
MN,,2021-05-01,54677
MN,,2021-05-02,50971
MN,,2021-05-03,43982
MN,,2021-05-04,43493
MN,,2021-05-05,41007
MN,,2021-05-06,40487
MN,,2021-05-07,31900
MN,,2021-05-08,36285
MN,,2021-05-09,35202
MN,,2021-05-10,36518
MN,,2021-05-11,37969
MN,,2021-05-12,38862
MN,,2021-05-13,38726
MN,,2021-05-14,44261
MN,,2021-05-15,36980
MS,,2021-01-13,6745
MS,,2021-01-14,8652
MS,,2021-01-15,9928
MS,,2021-01-16,9274
MS,,2021-01-17,8881
MS,,2021-01-18,8620
MS,,2021-01-19,8433
MS,,2021-01-20,8757
MS,,2021-01-21,9263
MS,,2021-01-22,9457
MS,,2021-01-23,8412
MS,,2021-01-24,11241
MS,,2021-01-25,10671
MS,,2021-01-26,9777
MS,,2021-01-27,9665
MS,,2021-01-28,9222
MS,,2021-01-29,8889
MS,,2021-01-30,10280
MS,,2021-01-31,8395
MS,,2021-02-01,8271
MS,,2021-02-02,8302
MS,,2021-02-03,8667
MS,,2021-02-04,7094
MS,,2021-02-05,9019
MS,,2021-02-06,11140
MS,,2021-02-07,12090
MS,,2021-02-08,12653
MS,,2021-02-09,12708
MS,,2021-02-10,13515
MS,,2021-02-11,16356
MS,,2021-02-12,15778
MS,,2021-02-13,15323
MS,,2021-02-14,15167
MS,,2021-02-15,15050
MS,,2021-02-16,15612
MS,,2021-02-17,13265
MS,,2021-02-18,10423
MS,,2021-02-19,12567
MS,,2021-02-20,10529
MS,,2021-02-21,9131
MS,,2021-02-22,9468
MS,,2021-02-23,9613
MS,,2021-02-24,12443
MS,,2021-02-25,12517
MS,,2021-02-26,13282
MS,,2021-02-27,16004
MS,,2021-02-28,18305
MS,,2021-03-01,19723
MS,,2021-03-02,20112
MS,,2021-03-03,20044
MS,,2021-03-04,22804
MS,,2021-03-05,20469
MS,,2021-03-06,20482
MS,,2021-03-07,20778
MS,,2021-03-08,19879
MS,,2021-03-09,19173
MS,,2021-03-10,19362
MS,,2021-03-11,19713
MS,,2021-03-12,16281
MS,,2021-03-13,22880
MS,,2021-03-14,18898
MS,,2021-03-15,18256
MS,,2021-03-16,17927
MS,,2021-03-17,17158
MS,,2021-03-18,16757
MS,,2021-03-19,17736
MS,,2021-03-20,10734
MS,,2021-03-21,14216
MS,,2021-03-22,14032
MS,,2021-03-23,14060
MS,,2021-03-24,14827
MS,,2021-03-25,15518
MS,,2021-03-26,14491
MS,,2021-03-27,17208
MS,,2021-03-28,13933
MS,,2021-03-29,18848
MS,,2021-03-30,18950
MS,,2021-03-31,19043
MS,,2021-04-01,15803
MS,,2021-04-02,19897
MS,,2021-04-03,17668
MS,,2021-04-04,20992
MS,,2021-04-05,15258
MS,,2021-04-06,15905
MS,,2021-04-07,15517
MS,,2021-04-08,18507
MS,,2021-04-09,17589
MS,,2021-04-10,17343
MS,,2021-04-11,17485
MS,,2021-04-12,17504
MS,,2021-04-13,17776
MS,,2021-04-14,17941
MS,,2021-04-15,17296
MS,,2021-04-16,16736
MS,,2021-04-17,13221
MS,,2021-04-18,14800
MS,,2021-04-19,14825
MS,,2021-04-20,14352
MS,,2021-04-21,13461
MS,,2021-04-22,13229
MS,,2021-04-23,12744
MS,,2021-04-24,12735
MS,,2021-04-25,7661
MS,,2021-04-26,7624
MS,,2021-04-27,11712
MS,,2021-04-28,11151
MS,,2021-04-29,8864
MS,,2021-04-30,10333
MS,,2021-05-01,10306
MS,,2021-05-02,10186
MS,,2021-05-03,10184
MS,,2021-05-04,8750
MS,,2021-05-05,8625
MS,,2021-05-06,8686
MS,,2021-05-07,7830
MS,,2021-05-08,9131
MS,,2021-05-09,9127
MS,,2021-05-10,9113
MS,,2021-05-11,8219
MS,,2021-05-12,7014
MS,,2021-05-13,6920
MS,,2021-05-14,5933
MS,,2021-05-15,4635
MO,,2021-01-13,0
MO,,2021-01-14,6765
MO,,2021-01-15,9554
MO,,2021-01-16,10029
MO,,2021-01-17,10313
MO,,2021-01-18,10503
MO,,2021-01-19,10639
MO,,2021-01-20,11813
MO,,2021-01-21,12867
MO,,2021-01-22,13607
MO,,2021-01-23,12832
MO,,2021-01-24,14912
MO,,2021-01-25,15842
MO,,2021-01-26,14860
MO,,2021-01-27,16239
MO,,2021-01-28,16739
MO,,2021-01-29,17535
MO,,2021-01-30,16674
MO,,2021-01-31,18092
MO,,2021-02-01,18072
MO,,2021-02-02,18019
MO,,2021-02-03,17709
MO,,2021-02-04,17522
MO,,2021-02-05,18250
MO,,2021-02-06,25073
MO,,2021-02-07,25824
MO,,2021-02-08,25891
MO,,2021-02-09,25780
MO,,2021-02-10,26792
MO,,2021-02-11,27112
MO,,2021-02-12,25899
MO,,2021-02-13,31850
MO,,2021-02-14,31839
MO,,2021-02-15,31435
MO,,2021-02-16,33154
MO,,2021-02-17,31764
MO,,2021-02-18,31498
MO,,2021-02-19,42395
MO,,2021-02-20,33710
MO,,2021-02-21,33671
MO,,2021-02-22,34346
MO,,2021-02-23,33139
MO,,2021-02-24,35032
MO,,2021-02-25,36045
MO,,2021-02-26,28457
MO,,2021-02-27,33602
MO,,2021-02-28,27955
MO,,2021-03-01,38731
MO,,2021-03-02,39022
MO,,2021-03-03,39796
MO,,2021-03-04,41522
MO,,2021-03-05,41541
MO,,2021-03-06,39153
MO,,2021-03-07,45816
MO,,2021-03-08,36977
MO,,2021-03-09,37576
MO,,2021-03-10,38508
MO,,2021-03-11,38020
MO,,2021-03-12,36508
MO,,2021-03-13,45011
MO,,2021-03-14,38159
MO,,2021-03-15,37603
MO,,2021-03-16,37252
MO,,2021-03-17,36343
MO,,2021-03-18,37813
MO,,2021-03-19,39155
MO,,2021-03-20,31512
MO,,2021-03-21,39499
MO,,2021-03-22,39638
MO,,2021-03-23,40707
MO,,2021-03-24,41418
MO,,2021-03-25,41006
MO,,2021-03-26,40510
MO,,2021-03-27,40532
MO,,2021-03-28,40997
MO,,2021-03-29,41481
MO,,2021-03-30,41237
MO,,2021-03-31,42163
MO,,2021-04-01,42952
MO,,2021-04-02,50120
MO,,2021-04-03,53466
MO,,2021-04-04,53787
MO,,2021-04-05,55514
MO,,2021-04-06,54224
MO,,2021-04-07,54210
MO,,2021-04-08,56275
MO,,2021-04-09,50338
MO,,2021-04-10,48229
MO,,2021-04-11,48522
MO,,2021-04-12,48940
MO,,2021-04-13,54468
MO,,2021-04-14,51276
MO,,2021-04-15,48540
MO,,2021-04-16,49432
MO,,2021-04-17,50479
MO,,2021-04-18,51700
MO,,2021-04-19,48563
MO,,2021-04-20,43253
MO,,2021-04-21,46508
MO,,2021-04-22,46992
MO,,2021-04-23,46239
MO,,2021-04-24,41858
MO,,2021-04-25,42341
MO,,2021-04-26,46130
MO,,2021-04-27,47071
MO,,2021-04-28,45424
MO,,2021-04-29,43943
MO,,2021-04-30,42153
MO,,2021-05-01,41423
MO,,2021-05-02,36721
MO,,2021-05-03,32377
MO,,2021-05-04,31640
MO,,2021-05-05,30275
MO,,2021-05-06,29289
MO,,2021-05-07,28024
MO,,2021-05-08,27947
MO,,2021-05-09,25935
MO,,2021-05-10,28743
MO,,2021-05-11,29268
MO,,2021-05-12,29636
MO,,2021-05-13,28029
MO,,2021-05-14,26375
MO,,2021-05-15,24140
MT,,2021-01-13,1980
MT,,2021-01-14,2268
MT,,2021-01-15,2427
MT,,2021-01-16,2228
MT,,2021-01-17,2109
MT,,2021-01-18,2030
MT,,2021-01-19,1973
MT,,2021-01-20,1880
MT,,2021-01-21,1967
MT,,2021-01-22,2426
MT,,2021-01-23,3078
MT,,2021-01-24,3423
MT,,2021-01-25,3299
MT,,2021-01-26,3122
MT,,2021-01-27,3421
MT,,2021-01-28,3689
MT,,2021-01-29,3749
MT,,2021-01-30,3818
MT,,2021-01-31,3991
MT,,2021-02-01,4113
MT,,2021-02-02,4225
MT,,2021-02-03,4172
MT,,2021-02-04,4276
MT,,2021-02-05,4278
MT,,2021-02-06,4516
MT,,2021-02-07,4749
MT,,2021-02-08,4733
MT,,2021-02-09,4686
MT,,2021-02-10,4853
MT,,2021-02-11,4742
MT,,2021-02-12,5023
MT,,2021-02-13,5211
MT,,2021-02-14,5578
MT,,2021-02-15,5709
MT,,2021-02-16,5934
MT,,2021-02-17,5748
MT,,2021-02-18,5819
MT,,2021-02-19,9076
MT,,2021-02-20,8790
MT,,2021-02-21,8613
MT,,2021-02-22,8797
MT,,2021-02-23,8764
MT,,2021-02-24,8864
MT,,2021-02-25,8889
MT,,2021-02-26,5681
MT,,2021-02-27,6026
MT,,2021-02-28,6332
MT,,2021-03-01,6266
MT,,2021-03-02,6164
MT,,2021-03-03,6421
MT,,2021-03-04,6959
MT,,2021-03-05,7329
MT,,2021-03-06,7575
MT,,2021-03-07,7940
MT,,2021-03-08,8125
MT,,2021-03-09,8205
MT,,2021-03-10,8294
MT,,2021-03-11,8348
MT,,2021-03-12,8310
MT,,2021-03-13,8448
MT,,2021-03-14,8395
MT,,2021-03-15,8186
MT,,2021-03-16,8303
MT,,2021-03-17,8177
MT,,2021-03-18,7830
MT,,2021-03-19,7498
MT,,2021-03-20,7153
MT,,2021-03-21,6751
MT,,2021-03-22,6974
MT,,2021-03-23,6568
MT,,2021-03-24,6877
MT,,2021-03-25,7086
MT,,2021-03-26,7445
MT,,2021-03-27,7701
MT,,2021-03-28,8000
MT,,2021-03-29,7816
MT,,2021-03-30,8175
MT,,2021-03-31,9699
MT,,2021-04-01,10059
MT,,2021-04-02,10018
MT,,2021-04-03,10014
MT,,2021-04-04,10105
MT,,2021-04-05,10156
MT,,2021-04-06,10053
MT,,2021-04-07,8784
MT,,2021-04-08,8886
MT,,2021-04-09,9257
MT,,2021-04-10,9320
MT,,2021-04-11,9340
MT,,2021-04-12,9375
MT,,2021-04-13,9518
MT,,2021-04-14,8415
MT,,2021-04-15,8425
MT,,2021-04-16,8049
MT,,2021-04-17,7869
MT,,2021-04-18,6164
MT,,2021-04-19,7419
MT,,2021-04-20,7275
MT,,2021-04-21,7811
MT,,2021-04-22,7177
MT,,2021-04-23,6852
MT,,2021-04-24,6654
MT,,2021-04-25,7712
MT,,2021-04-26,6240
MT,,2021-04-27,6164
MT,,2021-04-28,6229
MT,,2021-04-29,6386
MT,,2021-04-30,6261
MT,,2021-05-01,6067
MT,,2021-05-02,5793
MT,,2021-05-03,5625
MT,,2021-05-04,5566
MT,,2021-05-05,5197
MT,,2021-05-06,4747
MT,,2021-05-07,4376
MT,,2021-05-08,3874
MT,,2021-05-09,3808
MT,,2021-05-10,3948
MT,,2021-05-11,4023
MT,,2021-05-12,3942
MT,,2021-05-13,3763
MT,,2021-05-14,3702
MT,,2021-05-15,3804
NE,,2021-01-13,5260
NE,,2021-01-14,5240
NE,,2021-01-15,5585
NE,,2021-01-16,4970
NE,,2021-01-17,4601
NE,,2021-01-18,4354
NE,,2021-01-19,4179
NE,,2021-01-20,3798
NE,,2021-01-21,3846
NE,,2021-01-22,3894
NE,,2021-01-23,4250
NE,,2021-01-24,5058
NE,,2021-01-25,4781
NE,,2021-01-26,4492
NE,,2021-01-27,4756
NE,,2021-01-28,5454
NE,,2021-01-29,5703
NE,,2021-01-30,6172
NE,,2021-01-31,6409
NE,,2021-02-01,6698
NE,,2021-02-02,6754
NE,,2021-02-03,6959
NE,,2021-02-04,6444
NE,,2021-02-05,6538
NE,,2021-02-06,7304
NE,,2021-02-07,7595
NE,,2021-02-08,7592
NE,,2021-02-09,7555
NE,,2021-02-10,7540
NE,,2021-02-11,7536
NE,,2021-02-12,7967
NE,,2021-02-13,7935
NE,,2021-02-14,7833
NE,,2021-02-15,7729
NE,,2021-02-16,7904
NE,,2021-02-17,7691
NE,,2021-02-18,8168
NE,,2021-02-19,12550
NE,,2021-02-20,12376
NE,,2021-02-21,12421
NE,,2021-02-22,13212
NE,,2021-02-23,14590
NE,,2021-02-24,15856
NE,,2021-02-25,16766
NE,,2021-02-26,13508
NE,,2021-02-27,11913
NE,,2021-02-28,14541
NE,,2021-03-01,13667
NE,,2021-03-02,13162
NE,,2021-03-03,13030
NE,,2021-03-04,13011
NE,,2021-03-05,13272
NE,,2021-03-06,13165
NE,,2021-03-07,11660
NE,,2021-03-08,13871
NE,,2021-03-09,15629
NE,,2021-03-10,15752
NE,,2021-03-11,16610
NE,,2021-03-12,16882
NE,,2021-03-13,18600
NE,,2021-03-14,15765
NE,,2021-03-15,15917
NE,,2021-03-16,14698
NE,,2021-03-17,14961
NE,,2021-03-18,14589
NE,,2021-03-19,14499
NE,,2021-03-20,12782
NE,,2021-03-21,15585
NE,,2021-03-22,16083
NE,,2021-03-23,15352
NE,,2021-03-24,15175
NE,,2021-03-25,14875
NE,,2021-03-26,14638
NE,,2021-03-27,14615
NE,,2021-03-28,15183
NE,,2021-03-29,14663
NE,,2021-03-30,16008
NE,,2021-03-31,17502
NE,,2021-04-01,18646
NE,,2021-04-02,19190
NE,,2021-04-03,19164
NE,,2021-04-04,18286
NE,,2021-04-05,17756
NE,,2021-04-06,17050
NE,,2021-04-07,16376
NE,,2021-04-08,15705
NE,,2021-04-09,16564
NE,,2021-04-10,16555
NE,,2021-04-11,17269
NE,,2021-04-12,17297
NE,,2021-04-13,21399
NE,,2021-04-14,21850
NE,,2021-04-15,21711
NE,,2021-04-16,21205
NE,,2021-04-17,21177
NE,,2021-04-18,19616
NE,,2021-04-19,19255
NE,,2021-04-20,15904
NE,,2021-04-21,14141
NE,,2021-04-22,14602
NE,,2021-04-23,11920
NE,,2021-04-24,12737
NE,,2021-04-25,11152
NE,,2021-04-26,14357
NE,,2021-04-27,11933
NE,,2021-04-28,13147
NE,,2021-04-29,11726
NE,,2021-04-30,10487
NE,,2021-05-01,9691
NE,,2021-05-02,13339
NE,,2021-05-03,11791
NE,,2021-05-04,11790
NE,,2021-05-05,10154
NE,,2021-05-06,10229
NE,,2021-05-07,12017
NE,,2021-05-08,14145
NE,,2021-05-09,13880
NE,,2021-05-10,13310
NE,,2021-05-11,14919
NE,,2021-05-12,13893
NE,,2021-05-13,13195
NE,,2021-05-14,12517
NE,,2021-05-15,10355
NV,,2021-01-13,0
NV,,2021-01-14,7596
NV,,2021-01-15,7340
NV,,2021-01-16,6703
NV,,2021-01-17,6321
NV,,2021-01-18,6066
NV,,2021-01-19,5884
NV,,2021-01-20,6497
NV,,2021-01-21,5592
NV,,2021-01-22,6112
NV,,2021-01-23,6938
NV,,2021-01-24,8421
NV,,2021-01-25,8832
NV,,2021-01-26,8789
NV,,2021-01-27,9605
NV,,2021-01-28,11279
NV,,2021-01-29,11961
NV,,2021-01-30,12452
NV,,2021-01-31,12696
NV,,2021-02-01,12698
NV,,2021-02-02,12687
NV,,2021-02-03,15015
NV,,2021-02-04,13808
NV,,2021-02-05,13448
NV,,2021-02-06,14009
NV,,2021-02-07,13285
NV,,2021-02-08,13990
NV,,2021-02-09,14051
NV,,2021-02-10,12409
NV,,2021-02-11,12497
NV,,2021-02-12,12836
NV,,2021-02-13,12686
NV,,2021-02-14,13479
NV,,2021-02-15,12990
NV,,2021-02-16,13610
NV,,2021-02-17,12383
NV,,2021-02-18,12558
NV,,2021-02-19,18309
NV,,2021-02-20,20669
NV,,2021-02-21,20198
NV,,2021-02-22,21272
NV,,2021-02-23,21660
NV,,2021-02-24,21973
NV,,2021-02-25,22173
NV,,2021-02-26,17176
NV,,2021-02-27,15691
NV,,2021-02-28,16555
NV,,2021-03-01,18372
NV,,2021-03-02,17823
NV,,2021-03-03,18162
NV,,2021-03-04,18282
NV,,2021-03-05,18675
NV,,2021-03-06,19208
NV,,2021-03-07,20510
NV,,2021-03-08,20110
NV,,2021-03-09,20255
NV,,2021-03-10,20670
NV,,2021-03-11,22049
NV,,2021-03-12,22496
NV,,2021-03-13,22668
NV,,2021-03-14,22869
NV,,2021-03-15,22559
NV,,2021-03-16,22167
NV,,2021-03-17,22243
NV,,2021-03-18,22540
NV,,2021-03-19,22258
NV,,2021-03-20,22502
NV,,2021-03-21,22287
NV,,2021-03-22,21591
NV,,2021-03-23,21471
NV,,2021-03-24,21650
NV,,2021-03-25,21747
NV,,2021-03-26,22487
NV,,2021-03-27,22591
NV,,2021-03-28,22522
NV,,2021-03-29,23297
NV,,2021-03-30,23510
NV,,2021-03-31,23233
NV,,2021-04-01,22811
NV,,2021-04-02,22167
NV,,2021-04-03,22494
NV,,2021-04-04,22730
NV,,2021-04-05,22059
NV,,2021-04-06,21739
NV,,2021-04-07,22374
NV,,2021-04-08,23236
NV,,2021-04-09,25293
NV,,2021-04-10,26248
NV,,2021-04-11,27264
NV,,2021-04-12,28800
NV,,2021-04-13,29280
NV,,2021-04-14,29211
NV,,2021-04-15,29721
NV,,2021-04-16,28270
NV,,2021-04-17,26822
NV,,2021-04-18,25933
NV,,2021-04-19,24618
NV,,2021-04-20,24463
NV,,2021-04-21,24262
NV,,2021-04-22,22379
NV,,2021-04-23,21167
NV,,2021-04-24,19977
NV,,2021-04-25,18864
NV,,2021-04-26,18422
NV,,2021-04-27,18343
NV,,2021-04-28,17950
NV,,2021-04-29,17921
NV,,2021-04-30,18408
NV,,2021-05-01,18913
NV,,2021-05-02,18690
NV,,2021-05-03,17639
NV,,2021-05-04,17040
NV,,2021-05-05,16788
NV,,2021-05-06,17085
NV,,2021-05-07,16619
NV,,2021-05-08,15871
NV,,2021-05-09,16043
NV,,2021-05-10,17005
NV,,2021-05-11,17983
NV,,2021-05-12,18022
NV,,2021-05-13,16882
NV,,2021-05-14,15719
NV,,2021-05-15,18255
NH,,2021-01-13,4605
NH,,2021-01-14,4049
NH,,2021-01-15,3968
NH,,2021-01-16,3541
NH,,2021-01-17,3285
NH,,2021-01-18,3114
NH,,2021-01-19,2992
NH,,2021-01-20,2886
NH,,2021-01-21,3133
NH,,2021-01-22,3297
NH,,2021-01-23,3577
NH,,2021-01-24,3757
NH,,2021-01-25,3618
NH,,2021-01-26,3635
NH,,2021-01-27,3952
NH,,2021-01-28,4259
NH,,2021-01-29,4545
NH,,2021-01-30,4846
NH,,2021-01-31,4996
NH,,2021-02-01,5127
NH,,2021-02-02,5542
NH,,2021-02-03,5027
NH,,2021-02-04,4948
NH,,2021-02-05,5105
NH,,2021-02-06,5348
NH,,2021-02-07,5368
NH,,2021-02-08,5155
NH,,2021-02-09,4704
NH,,2021-02-10,5417
NH,,2021-02-11,5574
NH,,2021-02-12,5424
NH,,2021-02-13,5642
NH,,2021-02-14,6093
NH,,2021-02-15,6570
NH,,2021-02-16,6846
NH,,2021-02-17,6018
NH,,2021-02-18,6109
NH,,2021-02-19,7182
NH,,2021-02-20,7089
NH,,2021-02-21,7467
NH,,2021-02-22,7900
NH,,2021-02-23,8231
NH,,2021-02-24,9131
NH,,2021-02-25,9198
NH,,2021-02-26,8355
NH,,2021-02-27,8639
NH,,2021-02-28,8685
NH,,2021-03-01,8130
NH,,2021-03-02,8039
NH,,2021-03-03,8178
NH,,2021-03-04,8368
NH,,2021-03-05,8375
NH,,2021-03-06,8620
NH,,2021-03-07,8643
NH,,2021-03-08,8668
NH,,2021-03-09,9056
NH,,2021-03-10,9412
NH,,2021-03-11,9833
NH,,2021-03-12,10400
NH,,2021-03-13,11285
NH,,2021-03-14,11228
NH,,2021-03-15,11392
NH,,2021-03-16,11078
NH,,2021-03-17,10485
NH,,2021-03-18,10138
NH,,2021-03-19,9945
NH,,2021-03-20,9188
NH,,2021-03-21,9893
NH,,2021-03-22,10336
NH,,2021-03-23,10574
NH,,2021-03-24,10876
NH,,2021-03-25,10935
NH,,2021-03-26,10529
NH,,2021-03-27,10228
NH,,2021-03-28,9785
NH,,2021-03-29,9284
NH,,2021-03-30,8804
NH,,2021-03-31,8585
NH,,2021-04-01,20212
NH,,2021-04-02,20919
NH,,2021-04-03,25560
NH,,2021-04-04,25119
NH,,2021-04-05,27730
NH,,2021-04-06,27685
NH,,2021-04-07,30627
NH,,2021-04-08,21544
NH,,2021-04-09,24005
NH,,2021-04-10,22532
NH,,2021-04-11,26249
NH,,2021-04-12,26006
NH,,2021-04-13,27959
NH,,2021-04-14,25522
NH,,2021-04-15,27383
NH,,2021-04-16,26648
NH,,2021-04-17,23707
NH,,2021-04-18,20183
NH,,2021-04-19,17672
NH,,2021-04-20,15984
NH,,2021-04-21,15137
NH,,2021-04-22,9598
NH,,2021-04-23,6404
NH,,2021-04-24,5025
NH,,2021-04-25,3993
NH,,2021-04-26,3924
NH,,2021-04-27,3401
NH,,2021-04-28,2984
NH,,2021-04-29,2997
NH,,2021-04-30,3088
NH,,2021-05-01,3390
NH,,2021-05-02,3429
NH,,2021-05-03,3424
NH,,2021-05-04,3556
NH,,2021-05-05,3534
NH,,2021-05-06,3044
NH,,2021-05-07,-47
NH,,2021-05-08,-386
NH,,2021-05-09,-380
NH,,2021-05-10,-372
NH,,2021-05-11,-678
NH,,2021-05-12,-459
NH,,2021-05-13,5993
NH,,2021-05-14,9004
NH,,2021-05-15,9027
NJ,,2021-01-13,41937
NJ,,2021-01-14,21188
NJ,,2021-01-15,32008
NJ,,2021-01-16,29199
NJ,,2021-01-17,27513
NJ,,2021-01-18,26389
NJ,,2021-01-19,25586
NJ,,2021-01-20,24177
NJ,,2021-01-21,24114
NJ,,2021-01-22,21042
NJ,,2021-01-23,23293
NJ,,2021-01-24,25288
NJ,,2021-01-25,26252
NJ,,2021-01-26,25084
NJ,,2021-01-27,25663
NJ,,2021-01-28,30856
NJ,,2021-01-29,37580
NJ,,2021-01-30,38294
NJ,,2021-01-31,37116
NJ,,2021-02-01,35307
NJ,,2021-02-02,37264
NJ,,2021-02-03,34266
NJ,,2021-02-04,29072
NJ,,2021-02-05,22473
NJ,,2021-02-06,38906
NJ,,2021-02-07,39909
NJ,,2021-02-08,40656
NJ,,2021-02-09,37172
NJ,,2021-02-10,42430
NJ,,2021-02-11,49279
NJ,,2021-02-12,52572
NJ,,2021-02-13,38345
NJ,,2021-02-14,39217
NJ,,2021-02-15,41921
NJ,,2021-02-16,47221
NJ,,2021-02-17,47383
NJ,,2021-02-18,49357
NJ,,2021-02-19,50244
NJ,,2021-02-20,48414
NJ,,2021-02-21,48529
NJ,,2021-02-22,46183
NJ,,2021-02-23,47389
NJ,,2021-02-24,46169
NJ,,2021-02-25,46315
NJ,,2021-02-26,48381
NJ,,2021-02-27,51418
NJ,,2021-02-28,53805
NJ,,2021-03-01,54984
NJ,,2021-03-02,61182
NJ,,2021-03-03,63752
NJ,,2021-03-04,65554
NJ,,2021-03-05,65709
NJ,,2021-03-06,67167
NJ,,2021-03-07,66956
NJ,,2021-03-08,67911
NJ,,2021-03-09,64587
NJ,,2021-03-10,66441
NJ,,2021-03-11,72811
NJ,,2021-03-12,73389
NJ,,2021-03-13,76089
NJ,,2021-03-14,75859
NJ,,2021-03-15,77298
NJ,,2021-03-16,76470
NJ,,2021-03-17,77142
NJ,,2021-03-18,73136
NJ,,2021-03-19,73471
NJ,,2021-03-20,71940
NJ,,2021-03-21,73759
NJ,,2021-03-22,74649
NJ,,2021-03-23,65951
NJ,,2021-03-24,75257
NJ,,2021-03-25,74644
NJ,,2021-03-26,75391
NJ,,2021-03-27,77007
NJ,,2021-03-28,80176
NJ,,2021-03-29,81223
NJ,,2021-03-30,93733
NJ,,2021-03-31,85613
NJ,,2021-04-01,93515
NJ,,2021-04-02,99489
NJ,,2021-04-03,101852
NJ,,2021-04-04,101790
NJ,,2021-04-05,100784
NJ,,2021-04-06,98186
NJ,,2021-04-07,101858
NJ,,2021-04-08,100405
NJ,,2021-04-09,99451
NJ,,2021-04-10,104111
NJ,,2021-04-11,105008
NJ,,2021-04-12,109117
NJ,,2021-04-13,112820
NJ,,2021-04-14,111542
NJ,,2021-04-15,107353
NJ,,2021-04-16,103522
NJ,,2021-04-17,99004
NJ,,2021-04-18,96985
NJ,,2021-04-19,95324
NJ,,2021-04-20,92264
NJ,,2021-04-21,90764
NJ,,2021-04-22,89644
NJ,,2021-04-23,92048
NJ,,2021-04-24,91149
NJ,,2021-04-25,91296
NJ,,2021-04-26,90531
NJ,,2021-04-27,90993
NJ,,2021-04-28,89025
NJ,,2021-04-29,87334
NJ,,2021-04-30,83118
NJ,,2021-05-01,79205
NJ,,2021-05-02,74521
NJ,,2021-05-03,70645
NJ,,2021-05-04,66588
NJ,,2021-05-05,66766
NJ,,2021-05-06,65780
NJ,,2021-05-07,67363
NJ,,2021-05-08,68193
NJ,,2021-05-09,72008
NJ,,2021-05-10,75818
NJ,,2021-05-11,74977
NJ,,2021-05-12,71811
NJ,,2021-05-13,68419
NJ,,2021-05-14,63495
NJ,,2021-05-15,63182
NM,,2021-01-13,3620
NM,,2021-01-14,5590
NM,,2021-01-15,7023
NM,,2021-01-16,7695
NM,,2021-01-17,8098
NM,,2021-01-18,8367
NM,,2021-01-19,8559
NM,,2021-01-20,8778
NM,,2021-01-21,9007
NM,,2021-01-22,8963
NM,,2021-01-23,10812
NM,,2021-01-24,11630
NM,,2021-01-25,10890
NM,,2021-01-26,10284
NM,,2021-01-27,10539
NM,,2021-01-28,10318
NM,,2021-01-29,10959
NM,,2021-01-30,9089
NM,,2021-01-31,9144
NM,,2021-02-01,10079
NM,,2021-02-02,9640
NM,,2021-02-03,9679
NM,,2021-02-04,9982
NM,,2021-02-05,9741
NM,,2021-02-06,10613
NM,,2021-02-07,9664
NM,,2021-02-08,9652
NM,,2021-02-09,9778
NM,,2021-02-10,9971
NM,,2021-02-11,10757
NM,,2021-02-12,11694
NM,,2021-02-13,11043
NM,,2021-02-14,12584
NM,,2021-02-15,12691
NM,,2021-02-16,13899
NM,,2021-02-17,13250
NM,,2021-02-18,12310
NM,,2021-02-19,24825
NM,,2021-02-20,25572
NM,,2021-02-21,25153
NM,,2021-02-22,24730
NM,,2021-02-23,24162
NM,,2021-02-24,24470
NM,,2021-02-25,25544
NM,,2021-02-26,13505
NM,,2021-02-27,14167
NM,,2021-02-28,15655
NM,,2021-03-01,15269
NM,,2021-03-02,15570
NM,,2021-03-03,16752
NM,,2021-03-04,15580
NM,,2021-03-05,15550
NM,,2021-03-06,17575
NM,,2021-03-07,15499
NM,,2021-03-08,17467
NM,,2021-03-09,16790
NM,,2021-03-10,14958
NM,,2021-03-11,17684
NM,,2021-03-12,18517
NM,,2021-03-13,16020
NM,,2021-03-14,18306
NM,,2021-03-15,16955
NM,,2021-03-16,18783
NM,,2021-03-17,20439
NM,,2021-03-18,19480
NM,,2021-03-19,19374
NM,,2021-03-20,20988
NM,,2021-03-21,20427
NM,,2021-03-22,20804
NM,,2021-03-23,18730
NM,,2021-03-24,18272
NM,,2021-03-25,18733
NM,,2021-03-26,18695
NM,,2021-03-27,18721
NM,,2021-03-28,19953
NM,,2021-03-29,20160
NM,,2021-03-30,20098
NM,,2021-03-31,20913
NM,,2021-04-01,20838
NM,,2021-04-02,21478
NM,,2021-04-03,21555
NM,,2021-04-04,20087
NM,,2021-04-05,19244
NM,,2021-04-06,19252
NM,,2021-04-07,18027
NM,,2021-04-08,19457
NM,,2021-04-09,19420
NM,,2021-04-10,19400
NM,,2021-04-11,19636
NM,,2021-04-12,20028
NM,,2021-04-13,20018
NM,,2021-04-14,20885
NM,,2021-04-15,19137
NM,,2021-04-16,18530
NM,,2021-04-17,18345
NM,,2021-04-18,17765
NM,,2021-04-19,17992
NM,,2021-04-20,18091
NM,,2021-04-21,17950
NM,,2021-04-22,17657
NM,,2021-04-23,17411
NM,,2021-04-24,16542
NM,,2021-04-25,16097
NM,,2021-04-26,15180
NM,,2021-04-27,15084
NM,,2021-04-28,14827
NM,,2021-04-29,14214
NM,,2021-04-30,13462
NM,,2021-05-01,13575
NM,,2021-05-02,13615
NM,,2021-05-03,14851
NM,,2021-05-04,14660
