Entity,Code,Day,daily_vaccinations
KS,,2021-03-05,17467
KS,,2021-03-06,17771
KS,,2021-03-07,17796
KS,,2021-03-08,17429
KS,,2021-03-09,17443
KS,,2021-03-10,17816
KS,,2021-03-11,19300
KS,,2021-03-12,23459
KS,,2021-03-13,20392
KS,,2021-03-14,23738
KS,,2021-03-15,23805
KS,,2021-03-16,23636
KS,,2021-03-17,23092
KS,,2021-03-18,23308
KS,,2021-03-19,21512
KS,,2021-03-20,26468
KS,,2021-03-21,24624
KS,,2021-03-22,24528
KS,,2021-03-23,24554
KS,,2021-03-24,26368
KS,,2021-03-25,25870
KS,,2021-03-26,24690
KS,,2021-03-27,25937
KS,,2021-03-28,25292
KS,,2021-03-29,25811
KS,,2021-03-30,25758
KS,,2021-03-31,25019
KS,,2021-04-01,24409
KS,,2021-04-02,28099
KS,,2021-04-03,27243
KS,,2021-04-04,28095
KS,,2021-04-05,27723
KS,,2021-04-06,27327
KS,,2021-04-07,29292
KS,,2021-04-08,30349
KS,,2021-04-09,27306
KS,,2021-04-10,27466
KS,,2021-04-11,27546
KS,,2021-04-12,28005
KS,,2021-04-13,28887
KS,,2021-04-14,27509
KS,,2021-04-15,28086
KS,,2021-04-16,28511
KS,,2021-04-17,27088
KS,,2021-04-18,25211
KS,,2021-04-19,25039
KS,,2021-04-20,24164
KS,,2021-04-21,23076
KS,,2021-04-22,22796
KS,,2021-04-23,21476
KS,,2021-04-24,20473
KS,,2021-04-25,20057
KS,,2021-04-26,19241
KS,,2021-04-27,19118
KS,,2021-04-28,18617
KS,,2021-04-29,16735
KS,,2021-04-30,15271
KS,,2021-05-01,14707
KS,,2021-05-02,13903
KS,,2021-05-03,13440
KS,,2021-05-04,13416
KS,,2021-05-05,12852
KS,,2021-05-06,12605
KS,,2021-05-07,14328
KS,,2021-05-08,13314
KS,,2021-05-09,13236
KS,,2021-05-10,13637
KS,,2021-05-11,14120
KS,,2021-05-12,14366
KS,,2021-05-13,13410
KS,,2021-05-14,10487
KS,,2021-05-15,10005
KY,,2021-01-13,10322
KY,,2021-01-14,11750
KY,,2021-01-15,14211
KY,,2021-01-16,13239
KY,,2021-01-17,12656
KY,,2021-01-18,12267
KY,,2021-01-19,11989
KY,,2021-01-20,11644
KY,,2021-01-21,11361
KY,,2021-01-22,11342
KY,,2021-01-23,12270
KY,,2021-01-24,14871
KY,,2021-01-25,14535
KY,,2021-01-26,13736
KY,,2021-01-27,14189
KY,,2021-01-28,15294
KY,,2021-01-29,16071
KY,,2021-01-30,16434
KY,,2021-01-31,15030
KY,,2021-02-01,15440
KY,,2021-02-02,15339
KY,,2021-02-03,16019
KY,,2021-02-04,16226
KY,,2021-02-05,16733
KY,,2021-02-06,18738
KY,,2021-02-07,20520
KY,,2021-02-08,21305
KY,,2021-02-09,21299
KY,,2021-02-10,21364
KY,,2021-02-11,21774
KY,,2021-02-12,21820
KY,,2021-02-13,18949
KY,,2021-02-14,18632
KY,,2021-02-15,18642
KY,,2021-02-16,20419
KY,,2021-02-17,19273
KY,,2021-02-18,16853
KY,,2021-02-19,20370
KY,,2021-02-20,21020
KY,,2021-02-21,20748
KY,,2021-02-22,20619
KY,,2021-02-23,19979
KY,,2021-02-24,22140
KY,,2021-02-25,25953
KY,,2021-02-26,23723
KY,,2021-02-27,26254
KY,,2021-02-28,28005
KY,,2021-03-01,29618
KY,,2021-03-02,29971
KY,,2021-03-03,29627
KY,,2021-03-04,29933
KY,,2021-03-05,31075
KY,,2021-03-06,32688
KY,,2021-03-07,33445
KY,,2021-03-08,33861
KY,,2021-03-09,33230
KY,,2021-03-10,33797
KY,,2021-03-11,34243
KY,,2021-03-12,34069
KY,,2021-03-13,40384
KY,,2021-03-14,34676
KY,,2021-03-15,35519
KY,,2021-03-16,36245
KY,,2021-03-17,37642
KY,,2021-03-18,37493
KY,,2021-03-19,38136
KY,,2021-03-20,31546
KY,,2021-03-21,37979
KY,,2021-03-22,37873
KY,,2021-03-23,38032
KY,,2021-03-24,36612
KY,,2021-03-25,36728
KY,,2021-03-26,36640
KY,,2021-03-27,37605
KY,,2021-03-28,36641
KY,,2021-03-29,37307
KY,,2021-03-30,37309
KY,,2021-03-31,37400
KY,,2021-04-01,38048
KY,,2021-04-02,38254
KY,,2021-04-03,39514
KY,,2021-04-04,40217
KY,,2021-04-05,38386
KY,,2021-04-06,36976
KY,,2021-04-07,38310
KY,,2021-04-08,38859
KY,,2021-04-09,39823
KY,,2021-04-10,38903
KY,,2021-04-11,38746
KY,,2021-04-12,37128
KY,,2021-04-13,37185
KY,,2021-04-14,40722
KY,,2021-04-15,41335
KY,,2021-04-16,40634
KY,,2021-04-17,39550
KY,,2021-04-18,39617
KY,,2021-04-19,40184
KY,,2021-04-20,40489
KY,,2021-04-21,35246
KY,,2021-04-22,32939
KY,,2021-04-23,31653
KY,,2021-04-24,29945
KY,,2021-04-25,27123
KY,,2021-04-26,26844
KY,,2021-04-27,26674
KY,,2021-04-28,26368
KY,,2021-04-29,25063
KY,,2021-04-30,23621
KY,,2021-05-01,22339
KY,,2021-05-02,21076
KY,,2021-05-03,19073
KY,,2021-05-04,18906
KY,,2021-05-05,18396
KY,,2021-05-06,18665
KY,,2021-05-07,17271
KY,,2021-05-08,16667
KY,,2021-05-09,17543
KY,,2021-05-10,19511
KY,,2021-05-11,21031
KY,,2021-05-12,20732
KY,,2021-05-13,19034
KY,,2021-05-14,18087
KY,,2021-05-15,17761
Long Term Care,,2021-01-13,132403
Long Term Care,,2021-01-14,136860
Long Term Care,,2021-01-15,144396
Long Term Care,,2021-01-16,130827
Long Term Care,,2021-01-17,122686
Long Term Care,,2021-01-18,117258
Long Term Care,,2021-01-19,113381
Long Term Care,,2021-01-20,117726
Long Term Care,,2021-01-21,123384
Long Term Care,,2021-01-22,129189
Long Term Care,,2021-01-23,137512
Long Term Care,,2021-01-24,143117
Long Term Care,,2021-01-25,151309
Long Term Care,,2021-01-26,140056
Long Term Care,,2021-01-27,142369
Long Term Care,,2021-01-28,144708
Long Term Care,,2021-01-29,146426
Long Term Care,,2021-01-30,152537
Long Term Care,,2021-01-31,159529
Long Term Care,,2021-02-01,147756
Long Term Care,,2021-02-02,160804
Long Term Care,,2021-02-03,159652
Long Term Care,,2021-02-04,158270
Long Term Care,,2021-02-05,157910
Long Term Care,,2021-02-06,160504
Long Term Care,,2021-02-07,165061
Long Term Care,,2021-02-08,171101
Long Term Care,,2021-02-09,166252
Long Term Care,,2021-02-10,164870
Long Term Care,,2021-02-11,162678
Long Term Care,,2021-02-12,155450
Long Term Care,,2021-02-13,148304
Long Term Care,,2021-02-14,140532
Long Term Care,,2021-02-15,135603
Long Term Care,,2021-02-16,136188
Long Term Care,,2021-02-17,127692
Long Term Care,,2021-02-18,119032
Long Term Care,,2021-02-19,111629
Long Term Care,,2021-02-20,104560
Long Term Care,,2021-02-21,99568
Long Term Care,,2021-02-22,97647
Long Term Care,,2021-02-23,94183
Long Term Care,,2021-02-24,93424
Long Term Care,,2021-02-25,90781
Long Term Care,,2021-02-26,91983
Long Term Care,,2021-02-27,92076
Long Term Care,,2021-02-28,84670
Long Term Care,,2021-03-01,82185
Long Term Care,,2021-03-02,78685
Long Term Care,,2021-03-03,70621
Long Term Care,,2021-03-04,63521
Long Term Care,,2021-03-05,53336
Long Term Care,,2021-03-06,43708
Long Term Care,,2021-03-07,39509
Long Term Care,,2021-03-08,35898
Long Term Care,,2021-03-09,34375
Long Term Care,,2021-03-10,32449
Long Term Care,,2021-03-11,30213
Long Term Care,,2021-03-12,27628
Long Term Care,,2021-03-13,27070
Long Term Care,,2021-03-14,22625
Long Term Care,,2021-03-15,21911
Long Term Care,,2021-03-16,21411
Long Term Care,,2021-03-17,20020
Long Term Care,,2021-03-18,20079
Long Term Care,,2021-03-19,18698
Long Term Care,,2021-03-20,15604
Long Term Care,,2021-03-21,16491
Long Term Care,,2021-03-22,16000
Long Term Care,,2021-03-23,15239
Long Term Care,,2021-03-24,13995
Long Term Care,,2021-03-25,10928
Long Term Care,,2021-03-26,9817
Long Term Care,,2021-03-27,8521
Long Term Care,,2021-03-28,7573
Long Term Care,,2021-03-29,6691
Long Term Care,,2021-03-30,6311
Long Term Care,,2021-03-31,6085
Long Term Care,,2021-04-01,5815
Long Term Care,,2021-04-02,5131
Long Term Care,,2021-04-03,4419
Long Term Care,,2021-04-04,3743
Long Term Care,,2021-04-05,3620
Long Term Care,,2021-04-06,4094
Long Term Care,,2021-04-07,3501
Long Term Care,,2021-04-08,3300
Long Term Care,,2021-04-09,3435
Long Term Care,,2021-04-10,3602
Long Term Care,,2021-04-11,3411
Long Term Care,,2021-04-12,3325
Long Term Care,,2021-04-13,2670
Long Term Care,,2021-04-14,2823
Long Term Care,,2021-04-15,2492
Long Term Care,,2021-04-16,2257
Long Term Care,,2021-04-17,1882
Long Term Care,,2021-04-18,1896
Long Term Care,,2021-04-19,2015
Long Term Care,,2021-04-20,1951
Long Term Care,,2021-04-21,1636
Long Term Care,,2021-04-22,1727
Long Term Care,,2021-04-23,1575
Long Term Care,,2021-04-24,1700
Long Term Care,,2021-04-25,1745
Long Term Care,,2021-04-26,1549
Long Term Care,,2021-04-27,1537
Long Term Care,,2021-04-28,1514
Long Term Care,,2021-04-29,1610
Long Term Care,,2021-04-30,1599
Long Term Care,,2021-05-01,1551
Long Term Care,,2021-05-02,1453
Long Term Care,,2021-05-03,1560
Long Term Care,,2021-05-04,1566
Long Term Care,,2021-05-05,1600
Long Term Care,,2021-05-06,1485
Long Term Care,,2021-05-07,1578
Long Term Care,,2021-05-08,1687
Long Term Care,,2021-05-09,1711
Long Term Care,,2021-05-10,1699
Long Term Care,,2021-05-11,1763
Long Term Care,,2021-05-12,1687
Long Term Care,,2021-05-13,1752
Long Term Care,,2021-05-14,1868
Long Term Care,,2021-05-15,1796
LA,,2021-01-13,13415
LA,,2021-01-14,16520
LA,,2021-01-15,18399
LA,,2021-01-16,17400
LA,,2021-01-17,16802
LA,,2021-01-18,16402
LA,,2021-01-19,16117
LA,,2021-01-20,15459
LA,,2021-01-21,14798
LA,,2021-01-22,14241
LA,,2021-01-23,14664
LA,,2021-01-24,15330
LA,,2021-01-25,14323
LA,,2021-01-26,12869
LA,,2021-01-27,13478
LA,,2021-01-28,13785
LA,,2021-01-29,14380
LA,,2021-01-30,15126
LA,,2021-01-31,15661
LA,,2021-02-01,17390
LA,,2021-02-02,18620
LA,,2021-02-03,18602
LA,,2021-02-04,19155
LA,,2021-02-05,19727
LA,,2021-02-06,21403
LA,,2021-02-07,22318
LA,,2021-02-08,21552
LA,,2021-02-09,20531
LA,,2021-02-10,21437
LA,,2021-02-11,18434
LA,,2021-02-12,23529
LA,,2021-02-13,23556
LA,,2021-02-14,24173
LA,,2021-02-15,23289
LA,,2021-02-16,23607
LA,,2021-02-17,21794
LA,,2021-02-18,22356
LA,,2021-02-19,22636
LA,,2021-02-20,20294
LA,,2021-02-21,17909
LA,,2021-02-22,18023
LA,,2021-02-23,17480
LA,,2021-02-24,18460
LA,,2021-02-25,21130
LA,,2021-02-26,16953
LA,,2021-02-27,20243
LA,,2021-02-28,23208
LA,,2021-03-01,24764
LA,,2021-03-02,25309
LA,,2021-03-03,26690
LA,,2021-03-04,27950
LA,,2021-03-05,28701
LA,,2021-03-06,22933
LA,,2021-03-07,17710
LA,,2021-03-08,28759
LA,,2021-03-09,28836
LA,,2021-03-10,28808
LA,,2021-03-11,28794
LA,,2021-03-12,28694
LA,,2021-03-13,40621
LA,,2021-03-14,40490
LA,,2021-03-15,29510
LA,,2021-03-16,29733
LA,,2021-03-17,29967
LA,,2021-03-18,25576
LA,,2021-03-19,29624
LA,,2021-03-20,23597
LA,,2021-03-21,28581
LA,,2021-03-22,29168
LA,,2021-03-23,28757
LA,,2021-03-24,29433
LA,,2021-03-25,33834
LA,,2021-03-26,29376
LA,,2021-03-27,29803
LA,,2021-03-28,31107
LA,,2021-03-29,31786
LA,,2021-03-30,32066
LA,,2021-03-31,34078
LA,,2021-04-01,35244
LA,,2021-04-02,36388
LA,,2021-04-03,36549
LA,,2021-04-04,33542
LA,,2021-04-05,31479
LA,,2021-04-06,30590
LA,,2021-04-07,28199
LA,,2021-04-08,28021
LA,,2021-04-09,27386
LA,,2021-04-10,26510
LA,,2021-04-11,28595
LA,,2021-04-12,29019
LA,,2021-04-13,30162
LA,,2021-04-14,27787
LA,,2021-04-15,27849
LA,,2021-04-16,26932
LA,,2021-04-17,25857
LA,,2021-04-18,24644
LA,,2021-04-19,24627
LA,,2021-04-20,24506
LA,,2021-04-21,26397
LA,,2021-04-22,24751
LA,,2021-04-23,24264
LA,,2021-04-24,23367
LA,,2021-04-25,22680
LA,,2021-04-26,21929
LA,,2021-04-27,21382
LA,,2021-04-28,20877
LA,,2021-04-29,20091
LA,,2021-04-30,15872
LA,,2021-05-01,12252
LA,,2021-05-02,8806
LA,,2021-05-03,10011
LA,,2021-05-04,9515
LA,,2021-05-05,6764
LA,,2021-05-06,14905
LA,,2021-05-07,17335
LA,,2021-05-08,17282
LA,,2021-05-09,21658
LA,,2021-05-10,20042
LA,,2021-05-11,20455
LA,,2021-05-12,22043
LA,,2021-05-13,12549
LA,,2021-05-14,11693
LA,,2021-05-15,13450
ME,,2021-01-13,2303
ME,,2021-01-14,3092
ME,,2021-01-15,2061
ME,,2021-01-16,2349
ME,,2021-01-17,2522
ME,,2021-01-18,2637
ME,,2021-01-19,2719
ME,,2021-01-20,2703
ME,,2021-01-21,2768
ME,,2021-01-22,3609
ME,,2021-01-23,4095
ME,,2021-01-24,4609
ME,,2021-01-25,4758
ME,,2021-01-26,4421
ME,,2021-01-27,4717
ME,,2021-01-28,4956
ME,,2021-01-29,5259
ME,,2021-01-30,5581
ME,,2021-01-31,5791
ME,,2021-02-01,5960
ME,,2021-02-02,5837
ME,,2021-02-03,5229
ME,,2021-02-04,5464
ME,,2021-02-05,5147
ME,,2021-02-06,5223
ME,,2021-02-07,5442
ME,,2021-02-08,4666
ME,,2021-02-09,5961
ME,,2021-02-10,6780
ME,,2021-02-11,5687
ME,,2021-02-12,4859
ME,,2021-02-13,3517
ME,,2021-02-14,2114
ME,,2021-02-15,5320
ME,,2021-02-16,7232
ME,,2021-02-17,7028
ME,,2021-02-18,7028
ME,,2021-02-19,10702
ME,,2021-02-20,10725
ME,,2021-02-21,10778
ME,,2021-02-22,11632
ME,,2021-02-23,8756
ME,,2021-02-24,8988
ME,,2021-02-25,8993
ME,,2021-02-26,5331
ME,,2021-02-27,9148
ME,,2021-02-28,9187
ME,,2021-03-01,5270
ME,,2021-03-02,4985
ME,,2021-03-03,4155
ME,,2021-03-04,4162
ME,,2021-03-05,10949
ME,,2021-03-06,9450
ME,,2021-03-07,9505
ME,,2021-03-08,13348
ME,,2021-03-09,13985
ME,,2021-03-10,15285
ME,,2021-03-11,15438
ME,,2021-03-12,13488
ME,,2021-03-13,11286
ME,,2021-03-14,15838
ME,,2021-03-15,13689
ME,,2021-03-16,13699
ME,,2021-03-17,12417
ME,,2021-03-18,12341
ME,,2021-03-19,11563
ME,,2021-03-20,11472
ME,,2021-03-21,6851
ME,,2021-03-22,10368
ME,,2021-03-23,10226
ME,,2021-03-24,10211
ME,,2021-03-25,13083
ME,,2021-03-26,11758
ME,,2021-03-27,14113
ME,,2021-03-28,16442
ME,,2021-03-29,12583
ME,,2021-03-30,12614
ME,,2021-03-31,13975
ME,,2021-04-01,13497
ME,,2021-04-02,13729
ME,,2021-04-03,14308
ME,,2021-04-04,14964
ME,,2021-04-05,15975
ME,,2021-04-06,15745
ME,,2021-04-07,15971
ME,,2021-04-08,16297
ME,,2021-04-09,17187
ME,,2021-04-10,18041
ME,,2021-04-11,15183
ME,,2021-04-12,12968
ME,,2021-04-13,26116
ME,,2021-04-14,19712
ME,,2021-04-15,19688
ME,,2021-04-16,18739
ME,,2021-04-17,17643
ME,,2021-04-18,17612
ME,,2021-04-19,21349
ME,,2021-04-20,8663
ME,,2021-04-21,14431
ME,,2021-04-22,14476
ME,,2021-04-23,14384
ME,,2021-04-24,14176
ME,,2021-04-25,14210
ME,,2021-04-26,10409
ME,,2021-04-27,13704
ME,,2021-04-28,14602
ME,,2021-04-29,13900
ME,,2021-04-30,13611
ME,,2021-05-01,13536
ME,,2021-05-02,13367
ME,,2021-05-03,13216
ME,,2021-05-04,12453
ME,,2021-05-05,11940
ME,,2021-05-06,11678
ME,,2021-05-07,11445
ME,,2021-05-08,10865
ME,,2021-05-09,10865
ME,,2021-05-10,10934
ME,,2021-05-11,11620
ME,,2021-05-12,11318
ME,,2021-05-13,11056
ME,,2021-05-14,10612
ME,,2021-05-15,10411
Marshall Islands,MHL,2021-01-13,10
Marshall Islands,MHL,2021-01-14,5
Marshall Islands,MHL,2021-01-15,6
Marshall Islands,MHL,2021-01-16,44
Marshall Islands,MHL,2021-01-17,66
Marshall Islands,MHL,2021-01-18,81
Marshall Islands,MHL,2021-01-19,92
Marshall Islands,MHL,2021-01-20,124
Marshall Islands,MHL,2021-01-21,192
Marshall Islands,MHL,2021-01-22,254
Marshall Islands,MHL,2021-01-23,294
Marshall Islands,MHL,2021-01-24,304
Marshall Islands,MHL,2021-01-25,282
Marshall Islands,MHL,2021-01-26,286
Marshall Islands,MHL,2021-01-27,289
Marshall Islands,MHL,2021-01-28,252
Marshall Islands,MHL,2021-01-29,213
Marshall Islands,MHL,2021-01-30,160
Marshall Islands,MHL,2021-01-31,147
Marshall Islands,MHL,2021-02-01,147
Marshall Islands,MHL,2021-02-02,139
Marshall Islands,MHL,2021-02-03,103
Marshall Islands,MHL,2021-02-04,96
Marshall Islands,MHL,2021-02-05,89
Marshall Islands,MHL,2021-02-06,107
Marshall Islands,MHL,2021-02-07,111
Marshall Islands,MHL,2021-02-08,111
Marshall Islands,MHL,2021-02-09,127
Marshall Islands,MHL,2021-02-10,143
Marshall Islands,MHL,2021-02-11,144
Marshall Islands,MHL,2021-02-12,151
Marshall Islands,MHL,2021-02-13,141
Marshall Islands,MHL,2021-02-14,147
Marshall Islands,MHL,2021-02-15,184
Marshall Islands,MHL,2021-02-16,187
Marshall Islands,MHL,2021-02-17,171
Marshall Islands,MHL,2021-02-18,190
Marshall Islands,MHL,2021-02-19,258
Marshall Islands,MHL,2021-02-20,286
Marshall Islands,MHL,2021-02-21,397
Marshall Islands,MHL,2021-02-22,390
Marshall Islands,MHL,2021-02-23,430
Marshall Islands,MHL,2021-02-24,505
Marshall Islands,MHL,2021-02-25,514
Marshall Islands,MHL,2021-02-26,475
Marshall Islands,MHL,2021-02-27,430
Marshall Islands,MHL,2021-02-28,354
Marshall Islands,MHL,2021-03-01,324
Marshall Islands,MHL,2021-03-02,270
Marshall Islands,MHL,2021-03-03,194
Marshall Islands,MHL,2021-03-04,250
Marshall Islands,MHL,2021-03-05,264
Marshall Islands,MHL,2021-03-06,364
Marshall Islands,MHL,2021-03-07,364
Marshall Islands,MHL,2021-03-08,364
Marshall Islands,MHL,2021-03-09,453
Marshall Islands,MHL,2021-03-10,519
Marshall Islands,MHL,2021-03-11,486
Marshall Islands,MHL,2021-03-12,472
Marshall Islands,MHL,2021-03-13,388
Marshall Islands,MHL,2021-03-14,324
Marshall Islands,MHL,2021-03-15,324
Marshall Islands,MHL,2021-03-16,225
Marshall Islands,MHL,2021-03-17,304
Marshall Islands,MHL,2021-03-18,228
Marshall Islands,MHL,2021-03-19,174
Marshall Islands,MHL,2021-03-20,290
Marshall Islands,MHL,2021-03-21,409
Marshall Islands,MHL,2021-03-22,409
Marshall Islands,MHL,2021-03-23,396
Marshall Islands,MHL,2021-03-24,282
Marshall Islands,MHL,2021-03-25,319
Marshall Islands,MHL,2021-03-26,394
Marshall Islands,MHL,2021-03-27,262
Marshall Islands,MHL,2021-03-28,163
Marshall Islands,MHL,2021-03-29,210
Marshall Islands,MHL,2021-03-30,210
Marshall Islands,MHL,2021-03-31,204
Marshall Islands,MHL,2021-04-01,192
Marshall Islands,MHL,2021-04-02,150
Marshall Islands,MHL,2021-04-03,208
Marshall Islands,MHL,2021-04-04,253
Marshall Islands,MHL,2021-04-05,206
Marshall Islands,MHL,2021-04-06,230
Marshall Islands,MHL,2021-04-07,231
Marshall Islands,MHL,2021-04-08,260
Marshall Islands,MHL,2021-04-09,226
Marshall Islands,MHL,2021-04-10,239
Marshall Islands,MHL,2021-04-11,196
Marshall Islands,MHL,2021-04-12,207
Marshall Islands,MHL,2021-04-13,213
Marshall Islands,MHL,2021-04-14,188
Marshall Islands,MHL,2021-04-15,151
Marshall Islands,MHL,2021-04-16,188
Marshall Islands,MHL,2021-04-17,178
Marshall Islands,MHL,2021-04-18,156
Marshall Islands,MHL,2021-04-19,206
Marshall Islands,MHL,2021-04-20,175
Marshall Islands,MHL,2021-04-21,223
Marshall Islands,MHL,2021-04-22,261
Marshall Islands,MHL,2021-04-23,224
Marshall Islands,MHL,2021-04-24,164
Marshall Islands,MHL,2021-04-25,164
Marshall Islands,MHL,2021-04-26,152
Marshall Islands,MHL,2021-04-27,160
Marshall Islands,MHL,2021-04-28,152
Marshall Islands,MHL,2021-04-29,161
Marshall Islands,MHL,2021-04-30,161
Marshall Islands,MHL,2021-05-01,207
Marshall Islands,MHL,2021-05-02,207
Marshall Islands,MHL,2021-05-03,191
Marshall Islands,MHL,2021-05-04,194
Marshall Islands,MHL,2021-05-05,155
Marshall Islands,MHL,2021-05-06,91
Marshall Islands,MHL,2021-05-07,91
Marshall Islands,MHL,2021-05-08,216
Marshall Islands,MHL,2021-05-09,223
Marshall Islands,MHL,2021-05-10,190
Marshall Islands,MHL,2021-05-11,189
Marshall Islands,MHL,2021-05-12,189
Marshall Islands,MHL,2021-05-13,225
Marshall Islands,MHL,2021-05-14,225
Marshall Islands,MHL,2021-05-15,53
MD,,2021-01-13,31825
MD,,2021-01-14,15912
MD,,2021-01-15,16158
MD,,2021-01-16,15424
MD,,2021-01-17,14984
MD,,2021-01-18,14690
MD,,2021-01-19,14481
MD,,2021-01-20,11441
MD,,2021-01-21,13407
MD,,2021-01-22,13258
MD,,2021-01-23,14212
MD,,2021-01-24,16770
MD,,2021-01-25,16637
MD,,2021-01-26,16846
MD,,2021-01-27,18730
MD,,2021-01-28,20043
MD,,2021-01-29,22150
MD,,2021-01-30,24053
MD,,2021-01-31,23844
MD,,2021-02-01,25352
MD,,2021-02-02,24503
MD,,2021-02-03,22451
MD,,2021-02-04,21945
MD,,2021-02-05,21726
MD,,2021-02-06,21580
MD,,2021-02-07,22796
MD,,2021-02-08,22143
MD,,2021-02-09,22275
MD,,2021-02-10,24964
MD,,2021-02-11,25665
MD,,2021-02-12,26306
MD,,2021-02-13,26485
MD,,2021-02-14,26567
MD,,2021-02-15,26595
MD,,2021-02-16,27854
MD,,2021-02-17,26002
MD,,2021-02-18,26441
MD,,2021-02-19,33219
MD,,2021-02-20,34605
MD,,2021-02-21,33824
MD,,2021-02-22,34580
MD,,2021-02-23,34934
MD,,2021-02-24,36687
MD,,2021-02-25,38368
MD,,2021-02-26,32617
MD,,2021-02-27,32315
MD,,2021-02-28,34031
MD,,2021-03-01,36088
MD,,2021-03-02,36841
MD,,2021-03-03,42073
MD,,2021-03-04,42628
MD,,2021-03-05,44105
MD,,2021-03-06,46529
MD,,2021-03-07,45662
MD,,2021-03-08,43948
MD,,2021-03-09,46381
MD,,2021-03-10,43798
MD,,2021-03-11,44967
MD,,2021-03-12,44438
MD,,2021-03-13,45112
MD,,2021-03-14,45196
MD,,2021-03-15,45630
MD,,2021-03-16,45485
MD,,2021-03-17,45985
MD,,2021-03-18,45523
MD,,2021-03-19,47354
MD,,2021-03-20,38914
MD,,2021-03-21,46570
MD,,2021-03-22,46984
MD,,2021-03-23,46254
MD,,2021-03-24,46676
MD,,2021-03-25,47694
MD,,2021-03-26,48810
MD,,2021-03-27,57140
MD,,2021-03-28,51461
MD,,2021-03-29,51636
MD,,2021-03-30,54230
MD,,2021-03-31,57109
MD,,2021-04-01,59620
MD,,2021-04-02,61245
MD,,2021-04-03,64164
MD,,2021-04-04,64978
MD,,2021-04-05,63500
MD,,2021-04-06,62512
MD,,2021-04-07,63078
MD,,2021-04-08,64008
MD,,2021-04-09,64756
MD,,2021-04-10,67178
MD,,2021-04-11,68419
MD,,2021-04-12,65254
MD,,2021-04-13,73516
MD,,2021-04-14,73430
MD,,2021-04-15,72461
MD,,2021-04-16,72426
MD,,2021-04-17,58719
MD,,2021-04-18,68730
MD,,2021-04-19,75378
MD,,2021-04-20,68155
MD,,2021-04-21,67699
MD,,2021-04-22,68341
MD,,2021-04-23,67508
MD,,2021-04-24,75904
MD,,2021-04-25,66090
MD,,2021-04-26,63417
MD,,2021-04-27,64236
MD,,2021-04-28,61963
MD,,2021-04-29,59704
MD,,2021-04-30,58712
MD,,2021-05-01,57619
MD,,2021-05-02,51586
MD,,2021-05-03,51094
MD,,2021-05-04,47218
MD,,2021-05-05,47513
MD,,2021-05-06,38949
MD,,2021-05-07,43038
MD,,2021-05-08,44486
MD,,2021-05-09,47777
MD,,2021-05-10,50855
MD,,2021-05-11,51971
MD,,2021-05-12,51087
MD,,2021-05-13,57433
MD,,2021-05-14,50957
MD,,2021-05-15,49447
MA,,2021-01-13,13361
MA,,2021-01-14,14697
MA,,2021-01-15,17698
MA,,2021-01-16,17130
MA,,2021-01-17,16789
MA,,2021-01-18,16562
MA,,2021-01-19,16399
MA,,2021-01-20,16150
MA,,2021-01-21,17092
MA,,2021-01-22,16207
MA,,2021-01-23,17195
MA,,2021-01-24,18826
MA,,2021-01-25,18595
MA,,2021-01-26,17689
MA,,2021-01-27,19112
MA,,2021-01-28,19602
MA,,2021-01-29,21411
MA,,2021-01-30,22016
MA,,2021-01-31,22768
MA,,2021-02-01,25047
MA,,2021-02-02,26111
MA,,2021-02-03,23029
MA,,2021-02-04,23228
MA,,2021-02-05,23510
MA,,2021-02-06,25720
MA,,2021-02-07,28727
MA,,2021-02-08,28204
MA,,2021-02-09,29538
MA,,2021-02-10,36924
MA,,2021-02-11,38812
MA,,2021-02-12,39662
MA,,2021-02-13,40349
MA,,2021-02-14,43617
MA,,2021-02-15,44264
MA,,2021-02-16,44945
MA,,2021-02-17,40922
MA,,2021-02-18,41458
MA,,2021-02-19,50527
MA,,2021-02-20,52268
MA,,2021-02-21,48704
MA,,2021-02-22,50396
MA,,2021-02-23,50460
MA,,2021-02-24,51877
MA,,2021-02-25,51691
MA,,2021-02-26,44151
MA,,2021-02-27,44129
MA,,2021-02-28,44201
MA,,2021-03-01,47791
MA,,2021-03-02,48248
MA,,2021-03-03,50086
MA,,2021-03-04,52052
MA,,2021-03-05,54321
MA,,2021-03-06,56816
MA,,2021-03-07,58920
MA,,2021-03-08,56508
MA,,2021-03-09,55479
MA,,2021-03-10,61397
MA,,2021-03-11,62186
MA,,2021-03-12,62530
MA,,2021-03-13,68528
MA,,2021-03-14,59056
MA,,2021-03-15,60226
MA,,2021-03-16,58190
MA,,2021-03-17,56612
MA,,2021-03-18,56746
MA,,2021-03-19,56360
MA,,2021-03-20,49639
MA,,2021-03-21,58725
MA,,2021-03-22,58904
MA,,2021-03-23,61802
MA,,2021-03-24,60174
MA,,2021-03-25,60358
MA,,2021-03-26,61836
MA,,2021-03-27,62289
MA,,2021-03-28,64490
MA,,2021-03-29,66048
MA,,2021-03-30,67100
MA,,2021-03-31,68521
MA,,2021-04-01,69877
MA,,2021-04-02,71512
MA,,2021-04-03,74776
MA,,2021-04-04,77726
MA,,2021-04-05,78065
